"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"9","14","12","415","285","20.6","3","0.2","616.739","33.078","3503.836","3352.392"
"9","14","13","345","267","20.6","3.3","0.2","475.94","29.774","2739.395","2615.038"
"9","14","14","219","243","20.6","3.7","0.2","312.353","26.252","1799.716","1708.656"
"9","14","15","129","163","20.6","4","0.2","163.303","23.406","907.492","848.046"
"9","14","16","37","83","18.8","3","0.2","65.743","20.132","369.295","328.921"
"9","14","17","0","11","17.1","2","0.2","9.609","17.3","31.948","3.526"
"9","14","18","0","0","15.3","1","0.2","0","15.3","0","0"
"9","14","19","0","0","14.8","1.3","0.2","0","14.8","0","0"
"9","14","20","0","0","14.2","1.7","0.2","0","14.2","0","0"
"9","14","21","0","0","13.7","2","0.2","0","13.7","0","0"
"9","14","22","0","0","12.6","1.7","0.2","0","12.6","0","0"
"9","14","23","0","0","11.5","1.3","0.2","0","11.5","0","0"
"9","15","0","0","0","10.4","1","0.2","0","10.4","0","0"
"9","15","1","0","0","10","1","0.2","0","10","0","0"
"9","15","2","0","0","9.7","1","0.2","0","9.7","0","0"
"9","15","3","0","0","9.3","1","0.2","0","9.3","0","0"
"9","15","4","0","0","9.8","0.7","0.2","0","9.8","0","0"
"9","15","5","0","9","10.4","0.3","0.2","7.853","10.649","26.745","0"
"9","15","6","0","47","10.9","0","0.2","41.167","12.584","234.296","198.705"
"9","15","7","69","141","14","0.7","0.2","191.59","20.351","1132.45","1065.034"
"9","15","8","178","240","17","1.3","0.2","410.881","28.672","2382.7","2270.982"
"9","15","9","357","271","20.1","2","0.2","631.592","35.483","3571.04","3417.214"
"9","15","10","498","251","21.5","2.7","0.2","755.734","37.613","4228.669","4051.542"
"9","15","11","569","237","22.8","3.3","0.2","772.189","37.679","4317.1","4136.839"
"9","15","12","640","188","24.2","4","0.2","711.802","36.542","4009.204","3839.852"
"9","15","13","563","195","24.5","3.7","0.2","551.894","34.51","3139.074","3000.555"
"9","15","14","440","187","24.7","3.3","0.2","364.282","31.712","2059.867","1959.589"
"9","15","15","275","149","25","3","0.2","181.832","28.614","957.498","896.28"
"9","15","16","62","83","22.6","2.3","0.2","65.465","24.103","360.97","320.89"
"9","15","17","0","11","20.3","1.7","0.2","9.989","20.522","32.751","4.302"
"9","15","18","0","0","17.9","1","0.2","0","17.9","0","0"
"9","15","19","0","0","16.6","1.3","0.2","0","16.6","0","0"
"9","15","20","0","0","15.2","1.7","0.2","0","15.2","0","0"
"9","15","21","0","0","13.9","2","0.2","0","13.9","0","0"
"9","15","22","0","0","13.3","1.7","0.2","0","13.3","0","0"
"9","15","23","0","0","12.7","1.3","0.2","0","12.7","0","0"
"9","16","0","0","0","12.1","1","0.2","0","12.1","0","0"
"9","16","1","0","0","11.6","1","0.2","0","11.6","0","0"
"9","16","2","0","0","11.1","1","0.2","0","11.1","0","0"
"9","16","3","0","0","10.6","1","0.2","0","10.6","0","0"
"9","16","4","0","0","11.2","1.3","0.2","0","11.2","0","0"
"9","16","5","0","11","11.7","1.7","0.2","9.609","11.913","32.837","4.385"
"9","16","6","58","82","12.3","2","0.2","116.535","15.143","688.337","636.657"
"9","16","7","275","150","15.8","3","0.2","370.382","23.338","2218.215","2112.326"
"9","16","8","449","191","19.3","4","0.2","609.811","29.903","3560.261","3406.818"
"9","16","9","630","166","22.8","5","0.2","788.04","34.761","4492.462","4305.987"
"9","16","10","689","168","23.8","4.7","0.2","851.56","37.217","4785.846","4588.975"
"9","16","11","711","166","24.9","4.3","0.2","829.531","38.687","4630.088","4438.736"
"9","16","12","694","163","25.9","4","0.2","727.698","38.522","4071.812","3900.242"
"9","16","13","497","217","26.1","4.7","0.2","529.04","34.438","3005.687","2871.895"
"9","16","14","172","234","26.3","5.3","0.2","282.687","30.422","1597.547","1513.65"
"9","16","15","0","114","26.5","6","0.2","98.194","27.823","545.49","498.872"
"9","16","16","0","51","24.4","4.7","0.2","44.192","25.096","238.061","202.337"
"9","16","17","0","6","22.4","3.3","0.2","5.448","22.49","17.108","0"
"9","16","18","0","0","20.3","2","0.2","0","20.3","0","0"
"9","16","19","0","0","19","1.7","0.2","0","19","0","0"
"9","16","20","0","0","17.7","1.3","0.2","0","17.7","0","0"
"9","16","21","0","0","16.4","1","0.2","0","16.4","0","0"
"9","16","22","0","0","16.8","1.2","0.2","0","16.8","0","0"
"9","16","23","0","0","17.1","1.3","0.2","0","17.1","0","0"
"9","17","0","0","0","17.5","1.5","0.2","0","17.5","0","0"
"9","17","1","0","0","17.9","1.7","0.2","0","17.9","0","0"
"9","17","2","0","0","18.2","1.8","0.2","0","18.2","0","0"
"9","17","3","0","0","18.6","2","0.2","0","18.6","0","0"
"9","17","4","0","0","18.3","1.7","0.2","0","18.3","0","0"
"9","17","5","0","7","17.9","1.3","0.2","6.356","18.054","20.622","0"
"9","17","6","0","58","17.6","1","0.2","52.76","19.211","294.522","256.797"
"9","17","7","7","137","18.6","1.3","0.2","134.839","22.432","776.653","721.844"
"9","17","8","7","206","19.5","1.7","0.2","201.559","24.721","1155.617","1087.38"
"9","17","9","12","241","20.5","2","0.2","237.014","26.255","1347.416","1272.382"
"9","17","10","51","283","20.8","2","0.2","326.978","28.735","1853.45","1760.486"
"9","17","11","76","308","21","2","0.2","366.682","29.898","2073.628","1972.862"
"9","17","12","76","320","21.3","2","0.2","363.573","30.125","2056.124","1955.978"
"9","17","13","65","256","20.6","1.7","0.2","275.079","27.717","1566.254","1483.467"
"9","17","14","12","197","19.8","1.3","0.2","177.458","24.83","1012.234","949.077"
"9","17","15","0","110","19.1","1","0.2","94.839","22","539.489","493.084"
"9","17","16","0","40","18.2","1.7","0.2","35.014","19.107","191.497","157.422"
"9","17","17","0","4","17.4","2.3","0.2","3.632","17.471","11.475","0"
"9","17","18","0","0","16.5","3","0.2","0","16.5","0","0"
"9","17","19","0","0","16.2","2.7","0.2","0","16.2","0","0"
"9","17","20","0","0","15.8","2.3","0.2","0","15.8","0","0"
"9","17","21","0","0","15.5","2","0.2","0","15.5","0","0"
"9","17","22","0","0","15.2","2.7","0.2","0","15.2","0","0"
"9","17","23","0","0","14.9","3.3","0.2","0","14.9","0","0"
"9","18","0","0","0","14.6","4","0.2","0","14.6","0","0"
"9","18","1","0","0","14.2","3.7","0.2","0","14.2","0","0"
"9","18","2","0","0","13.7","3.3","0.2","0","13.7","0","0"
"9","18","3","0","0","13.3","3","0.2","0","13.3","0","0"
"9","18","4","0","0","13.1","4","0.2","0","13.1","0","0"
"9","18","5","0","5","13","5","0.2","4.54","13.059","14.87","0"
"9","18","6","0","43","12.8","6","0.2","37.651","13.307","212.35","177.536"
"9","18","7","0","114","14.6","6.7","0.2","105.438","15.918","617.466","568.297"
"9","18","8","7","184","16.5","7.3","0.2","178.467","18.595","1044.757","980.448"
"9","18","9","7","244","18.3","8","0.2","235.796","20.886","1368.922","1293.126"
"9","18","10","28","266","16.4","8","0.2","287.469","19.55","1681.736","1594.856"
"9","18","11","30","277","14.6","8","0.2","293.756","17.817","1728.366","1639.834"
"9","18","12","28","265","12.7","8","0.2","271.214","15.672","1607.818","1523.557"
"9","18","13","24","230","13.2","8","0.2","220.114","15.615","1303.595","1230.115"
"9","18","14","5","180","13.6","8","0.2","159.669","15.355","943.003","882.3"
"9","18","15","0","108","14.1","8","0.2","93.124","15.126","544.799","498.205"
"9","18","16","0","39","13.8","7.7","0.2","34.137","14.186","190.358","156.324"
"9","18","17","0","4","13.6","7.3","0.2","3.632","13.637","11.722","0"
"9","18","18","0","0","13.3","7","0.2","0","13.3","0","0"
"9","18","19","0","0","13.3","7","0.2","0","13.3","0","0"
"9","18","20","0","0","13.3","7","0.2","0","13.3","0","0"
"9","18","21","0","0","13.3","7","0.2","0","13.3","0","0"
"9","18","22","0","0","13.3","6.7","0.2","0","13.3","0","0"
"9","18","23","0","0","13.3","6.3","0.2","0","13.3","0","0"
"9","19","0","0","0","13.3","6","0.2","0","13.3","0","0"
"9","19","1","0","0","13.2","6","0.2","0","13.2","0","0"
"9","19","2","0","0","13.2","6","0.2","0","13.2","0","0"
"9","19","3","0","0","13.1","6","0.2","0","13.1","0","0"
"9","19","4","0","0","13.1","5","0.2","0","13.1","0","0"
"9","19","5","0","7","13.1","4","0.2","6.356","13.194","21.161","0"
"9","19","6","0","65","13.1","3","0.2","61.098","14.337","349.909","310.221"
"9","19","7","172","155","14.9","4","0.2","293.235","20.005","1765.416","1675.572"
"9","19","8","408","194","16.7","5","0.2","577.211","25.473","3427.112","3278.387"
"9","19","9","591","183","18.5","6","0.2","760.921","28.758","4441.584","4256.912"
"9","19","10","678","168","20.2","5.3","0.2","836.618","32.425","4795.208","4598.006"
"9","19","11","693","168","21.8","4.7","0.2","810.001","34.561","4599.358","4409.096"
"9","19","12","668","168","23.5","4","0.2","706.081","35.749","3997.251","3828.323"
"9","19","13","603","167","23.8","3.3","0.2","546.047","34.345","3115.109","2977.44"
"9","19","14","478","160","24.1","2.7","0.2","349.975","31.548","1973.121","1875.916"
"9","19","15","265","139","24.4","2","0.2","167.203","28.388","872.68","814.468"
"9","19","16","52","70","22.8","2.7","0.2","56.068","23.994","305.522","267.407"
"9","19","17","0","7","21.3","3.3","0.2","6.356","21.405","20.25","0"
"9","19","18","0","0","19.7","4","0.2","0","19.7","0","0"
"9","19","19","0","0","18.7","3.7","0.2","0","18.7","0","0"
"9","19","20","0","0","17.6","3.3","0.2","0","17.6","0","0"
"9","19","21","0","0","16.6","3","0.2","0","16.6","0","0"
"9","19","22","0","0","16","2.3","0.2","0","16","0","0"
"9","19","23","0","0","15.4","1.7","0.2","0","15.4","0","0"
"9","20","0","0","0","14.8","1","0.2","0","14.8","0","0"
"9","20","1","0","0","14.4","1.3","0.2","0","14.4","0","0"
"9","20","2","0","0","14.1","1.7","0.2","0","14.1","0","0"
"9","20","3","0","0","13.7","2","0.2","0","13.7","0","0"
"9","20","4","0","0","13.5","1.7","0.2","0","13.5","0","0"
"9","20","5","0","9","13.4","1.3","0.2","8.172","13.598","27.494","0"
"9","20","6","71","73","13.2","1","0.2","120.046","16.87","703.456","651.241"
"9","20","7","222","148","16","1.3","0.2","331.165","25.44","1961.225","1864.442"
"9","20","8","317","198","18.8","1.7","0.2","492.002","31.591","2845.438","2717.324"
"9","20","9","236","288","21.6","2","0.2","524.257","34.365","2968.851","2836.363"
"9","20","10","223","330","22.3","2","0.2","553.324","35.753","3101.053","2963.881"
"9","20","11","194","345","22.9","2","0.2","522.718","35.6","2921.774","2790.955"
"9","20","12","157","329","23.6","2","0.2","444.983","34.412","2493.688","2378.037"
"9","20","13","85","281","23.6","2","0.2","310.903","31.159","1754.855","1665.385"
"9","20","14","26","200","23.5","2","0.2","185.812","28.022","1048.564","984.12"
"9","20","15","0","103","23.5","2","0.2","88.872","25.668","496.687","451.798"
"9","20","16","0","35","21.8","1.7","0.2","30.624","22.592","163.039","129.973"
"9","20","17","0","3","20","1.3","0.2","2.724","20.066","8.345","0"
"9","20","18","0","0","18.3","1","0.2","0","18.3","0","0"
"9","20","19","0","0","17.2","1","0.2","0","17.2","0","0"
"9","20","20","0","0","16","1","0.2","0","16","0","0"
"9","20","21","0","0","14.9","1","0.2","0","14.9","0","0"
"9","20","22","0","0","14","0.7","0.2","0","14","0","0"
"9","20","23","0","0","13","0.3","0.2","0","13","0","0"
"9","21","0","0","0","12.1","0","0.2","0","12.1","0","0"
"9","21","1","0","0","12.2","0.7","0.2","0","12.2","0","0"
"9","21","2","0","0","12.3","1.3","0.2","0","12.3","0","0"
"9","21","3","0","0","12.4","2","0.2","0","12.4","0","0"
"9","21","4","0","0","13","2.3","0.2","0","13","0","0"
"9","21","5","0","4","13.5","2.7","0.2","3.632","13.566","11.727","0"
"9","21","6","0","39","14.1","3","0.2","34.136","14.791","189.97","155.949"
"9","21","7","64","147","15.8","3","0.2","197.783","19.818","1173.198","1104.337"
"9","21","8","248","230","17.4","3","0.2","458.65","26.711","2695.705","2572.896"
"9","21","9","525","203","19.1","3","0.2","720.977","33.726","4127.291","3953.756"
"9","21","10","641","178","20.7","2.7","0.2","809.727","37.986","4542.986","4354.721"
"9","21","11","676","171","22.3","2.3","0.2","794.321","40.546","4407.21","4223.756"
"9","21","12","672","163","23.9","2","0.2","699.924","40.961","3883.961","3719.047"
"9","21","13","605","162","24.4","1.7","0.2","538.344","38.384","3024.131","2889.685"
"9","21","14","476","155","24.8","1.3","0.2","341.093","34.451","1896.581","1802.089"
"9","21","15","257","135","25.3","1","0.2","160.213","30.087","826.84","770.252"
"9","21","16","47","65","23","1","0.2","52.285","24.592","282.238","244.948"
"9","21","17","0","6","20.8","1","0.2","5.448","20.942","17.256","0"
"9","21","18","0","0","18.5","1","0.2","0","18.5","0","0"
"9","21","19","0","0","17.1","1","0.2","0","17.1","0","0"
"9","21","20","0","0","15.7","1","0.2","0","15.7","0","0"
"9","21","21","0","0","14.3","1","0.2","0","14.3","0","0"
"9","21","22","0","0","13.2","1","0.2","0","13.2","0","0"
"9","21","23","0","0","12.1","1","0.2","0","12.1","0","0"
"9","22","0","0","0","11","1","0.2","0","11","0","0"
"9","22","1","0","0","10.2","1","0.2","0","10.2","0","0"
"9","22","2","0","0","9.5","1","0.2","0","9.5","0","0"
"9","22","3","0","0","8.7","1","0.2","0","8.7","0","0"
"9","22","4","0","0","9.5","1","0.2","0","9.5","0","0"
"9","22","5","0","7","10.3","1","0.2","6.356","10.466","21.463","0"
"9","22","6","10","66","11.1","1","0.2","68.249","13.182","394.167","352.911"
"9","22","7","132","150","14.2","1.3","0.2","260.123","21.61","1550.015","1467.803"
"9","22","8","256","214","17.3","1.7","0.2","459.873","29.252","2678.163","2555.976"
"9","22","9","359","249","20.4","2","0.2","605.827","35.166","3437.612","3288.515"
"9","22","10","335","285","21.5","2.7","0.2","620.988","34.737","3510.584","3358.901"
"9","22","11","212","347","22.6","3.3","0.2","540.268","32.995","3055.756","2920.189"
"9","22","12","146","330","23.7","4","0.2","437.164","31.262","2480.768","2365.576"
"9","22","13","107","281","22.5","3.3","0.2","324.131","28.742","1852.356","1759.431"
"9","22","14","66","207","21.3","2.7","0.2","209.821","25.772","1199.255","1129.471"
"9","22","15","7","125","20.1","2","0.2","107.781","22.727","612.957","563.948"
"9","22","16","0","43","19","2","0.2","37.3","19.906","202.103","167.653"
"9","22","17","0","3","17.8","2","0.2","2.724","17.857","8.454","0"
"9","22","18","0","0","16.7","2","0.2","0","16.7","0","0"
"9","22","19","0","0","15.9","2","0.2","0","15.9","0","0"
"9","22","20","0","0","15.1","2","0.2","0","15.1","0","0"
"9","22","21","0","0","14.3","2","0.2","0","14.3","0","0"
"9","22","22","0","0","15","3.3","0.2","0","15","0","0"
"9","22","23","0","0","15.6","4.7","0.2","0","15.6","0","0"
"9","23","0","0","0","16.3","6","0.2","0","16.3","0","0"
"9","23","1","0","0","15.9","6.7","0.2","0","15.9","0","0"
"9","23","2","0","0","15.5","7.3","0.2","0","15.5","0","0"
"9","23","3","0","0","15.1","8","0.2","0","15.1","0","0"
"9","23","4","0","0","14.8","7.7","0.2","0","14.8","0","0"
"9","23","5","0","4","14.6","7.3","0.2","3.632","14.637","11.658","0"
"9","23","6","0","48","14.3","7","0.2","43.071","14.821","241.628","205.777"
"9","23","7","27","138","14.7","7","0.2","161.854","16.664","963.349","901.925"
"9","23","8","95","218","15.1","7","0.2","304.648","18.792","1823.096","1731.207"
"9","23","9","128","295","15.5","7","0.2","434.896","20.76","2582.247","2463.459"
"9","23","10","168","340","16.3","6.7","0.2","513.769","22.7","3023.796","2889.362"
"9","23","11","277","302","17.1","6.3","0.2","561.329","24.399","3291.296","3147.383"
"9","23","12","289","294","17.9","6","0.2","519.403","24.884","3042.616","2907.515"
"9","23","13","280","247","18.1","5","0.2","408.081","24.286","2398.803","2286.515"
"9","23","14","175","217","18.4","4","0.2","264.83","22.984","1537.666","1455.892"
"9","23","15","72","145","18.6","3","0.2","133.642","21.291","752.082","698.143"
"9","23","16","0","55","17","2.3","0.2","46.14","18.056","253.915","217.629"
"9","23","17","0","4","15.4","1.7","0.2","3.632","15.481","11.603","0"
"9","23","18","0","0","13.8","1","0.2","0","13.8","0","0"
"9","23","19","0","0","12.8","1.3","0.2","0","12.8","0","0"
"9","23","20","0","0","11.8","1.7","0.2","0","11.8","0","0"
"9","23","21","0","0","10.8","2","0.2","0","10.8","0","0"
"9","23","22","0","0","10.4","2","0.2","0","10.4","0","0"
"9","23","23","0","0","10","2","0.2","0","10","0","0"
"9","24","0","0","0","9.6","2","0.2","0","9.6","0","0"
"9","24","1","0","0","9.3","2","0.2","0","9.3","0","0"
"9","24","2","0","0","9","2","0.2","0","9","0","0"
"9","24","3","0","0","8.7","2","0.2","0","8.7","0","0"
"9","24","4","0","0","8.9","2","0.2","0","8.9","0","0"
"9","24","5","0","3","9.1","2","0.2","2.724","9.157","8.878","0"
"9","24","6","0","36","9.3","2","0.2","31.502","10.066","177.801","144.212"
"9","24","7","7","123","11.4","2","0.2","121.641","14.368","722.05","669.176"
"9","24","8","73","211","13.5","2","0.2","278.472","20.288","1651.971","1566.146"
"9","24","9","159","274","15.6","2","0.2","438.591","26.277","2554.982","2437.159"
"9","24","10","275","305","16.3","2.7","0.2","586.994","28.809","3391.32","3243.863"
"9","24","11","407","279","17","3.3","0.2","649.204","29.51","3747.887","3587.795"
"9","24","12","516","223","17.7","4","0.2","629.883","28.625","3661.811","3504.769"
"9","24","13","421","221","18","3.3","0.2","473.374","27.138","2768.187","2642.81"
"9","24","14","304","189","18.2","2.7","0.2","293.924","24.454","1696.044","1608.657"
"9","24","15","123","140","18.5","2","0.2","137.718","21.817","759.452","705.253"
"9","24","16","0","52","15.8","1.7","0.2","43.77","16.93","240.908","205.083"
"9","24","17","0","3","13.1","1.3","0.2","0","13.1","0","0"
"9","24","18","0","0","10.4","1","0.2","0","10.4","0","0"
"9","24","19","0","0","9.9","1","0.2","0","9.9","0","0"
"9","24","20","0","0","9.5","1","0.2","0","9.5","0","0"
"9","24","21","0","0","9","1","0.2","0","9","0","0"
"9","24","22","0","0","8.9","1","0.2","0","8.9","0","0"
"9","24","23","0","0","8.7","1","0.2","0","8.7","0","0"
"9","25","0","0","0","8.6","1","0.2","0","8.6","0","0"
"9","25","1","0","0","8.4","1.3","0.2","0","8.4","0","0"
"9","25","2","0","0","8.3","1.7","0.2","0","8.3","0","0"
"9","25","3","0","0","8.1","2","0.2","0","8.1","0","0"
"9","25","4","0","0","8.6","2.3","0.2","0","8.6","0","0"
"9","25","5","0","5","9.1","2.7","0.2","4.54","9.183","15.179","0"
"9","25","6","0","54","9.6","3","0.2","50.303","10.617","288.538","251.025"
"9","25","7","7","140","10.4","4","0.2","141.413","12.856","848.907","791.538"
"9","25","8","29","196","11.3","5","0.2","211.633","14.508","1270.882","1198.56"
"9","25","9","8","228","12.1","6","0.2","221.922","15.08","1318.532","1244.522"
"9","25","10","27","252","12.6","6.3","0.2","259.511","15.969","1538.599","1456.791"
"9","25","11","28","261","13","6.7","0.2","276.698","16.441","1637.825","1552.501"
"9","25","12","26","247","13.5","7","0.2","244.07","16.445","1442.217","1363.825"
"9","25","13","11","264","13.2","5.7","0.2","243.939","16.59","1446.194","1367.661"
"9","25","14","52","203","12.8","4.3","0.2","200.136","16.124","1187.841","1118.462"
"9","25","15","27","132","12.5","3","0.2","115.121","14.828","672.048","620.945"
"9","25","16","0","44","11.8","3","0.2","37.676","12.559","209.413","174.703"
"9","25","17","0","3","11.2","3","0.2","0","11.2","0","0"
"9","25","18","0","0","10.5","3","0.2","0","10.5","0","0"
"9","25","19","0","0","10.4","3","0.2","0","10.4","0","0"
"9","25","20","0","0","10.2","3","0.2","0","10.2","0","0"
"9","25","21","0","0","10.1","3","0.2","0","10.1","0","0"
"9","25","22","0","0","10","3","0.2","0","10","0","0"
"9","25","23","0","0","9.9","3","0.2","0","9.9","0","0"
"9","26","0","0","0","9.8","3","0.2","0","9.8","0","0"
"9","26","1","0","0","9.4","3","0.2","0","9.4","0","0"
"9","26","2","0","0","8.9","3","0.2","0","8.9","0","0"
"9","26","3","0","0","8.5","3","0.2","0","8.5","0","0"
"9","26","4","0","0","8.6","3.7","0.2","0","8.6","0","0"
"9","26","5","0","5","8.8","4.3","0.2","4.54","8.865","15.205","0"
"9","26","6","39","65","8.9","5","0.2","87.025","10.217","512.774","467.315"
"9","26","7","261","130","10.7","4.3","0.2","336.584","16.323","2069.902","1969.268"
"9","26","8","421","177","12.5","3.7","0.2","565.248","22.78","3398.94","3251.212"
"9","26","9","575","175","14.3","3","0.2","729.392","29.107","4261.948","4083.641"
"9","26","10","643","168","15.4","2.7","0.2","792.681","32.33","4555.684","4366.969"
"9","26","11","622","181","16.4","2.3","0.2","747.991","33.586","4271.239","4092.603"
"9","26","12","508","221","17.5","2","0.2","618.514","32.572","3543.214","3390.374"
"9","26","13","441","223","17.6","2","0.2","484.106","29.407","2809.792","2682.941"
"9","26","14","417","159","17.6","2","0.2","312.328","25.179","1792.945","1702.124"
"9","26","15","187","134","17.7","2","0.2","142.356","21.106","769.549","714.991"
"9","26","16","9","51","16.2","1.7","0.2","42.641","17.299","232.677","197.143"
"9","26","17","0","2","14.7","1.3","0.2","0","14.7","0","0"
"9","26","18","0","0","13.2","1","0.2","0","13.2","0","0"
"9","26","19","0","0","11.2","0.7","0.2","0","11.2","0","0"
"9","26","20","0","0","9.1","0.3","0.2","0","9.1","0","0"
"9","26","21","0","0","7.1","0","0.2","0","7.1","0","0"
"9","26","22","0","0","6.5","0","0.2","0","6.5","0","0"
"9","26","23","0","0","5.9","0","0.2","0","5.9","0","0"
"9","27","0","0","0","5.3","0","0.2","0","5.3","0","0"
"9","27","1","0","0","4.5","0.3","0.2","0","4.5","0","0"
"9","27","2","0","0","3.7","0.7","0.2","0","3.7","0","0"
"9","27","3","0","0","2.9","1","0.2","0","2.9","0","0"
"9","27","4","0","0","3.8","1","0.2","0","3.8","0","0"
"9","27","5","0","4","4.6","1","0.2","3.632","4.695","12.297","0"
"9","27","6","0","50","5.5","1","0.2","46.271","6.909","267.936","231.153"
"9","27","7","78","142","9","1.3","0.2","204.32","14.818","1239.177","1167.979"
"9","27","8","216","211","12.5","1.7","0.2","409.965","23.157","2441.629","2327.823"
"9","27","9","360","237","16","2","0.2","590.544","30.401","3419.72","3271.257"
"9","27","10","476","235","17.4","2","0.2","705.293","34.585","4008.89","3839.55"
"9","27","11","558","214","18.8","2","0.2","720.174","36.348","4064.848","3893.525"
"9","27","12","627","166","20.2","2","0.2","655.711","36.19","3714.371","3555.467"
"9","27","13","506","184","20.3","1.7","0.2","484.335","32.884","2779.273","2653.503"
"9","27","14","354","172","20.5","1.3","0.2","294.884","28.839","1667.158","1580.794"
"9","27","15","144","132","20.6","1","0.2","132.938","24.602","715.442","662.802"
"9","27","16","1","47","17.9","0.7","0.2","39.551","19.198","212.544","177.723"
"9","27","17","0","2","15.2","0.3","0.2","0","15.2","0","0"
"9","27","18","0","0","12.5","0","0.2","0","12.5","0","0"
"9","27","19","0","0","11","0.3","0.2","0","11","0","0"
"9","27","20","0","0","9.5","0.7","0.2","0","9.5","0","0"
"9","27","21","0","0","8","1","0.2","0","8","0","0"
"9","27","22","0","0","7.1","1","0.2","0","7.1","0","0"
"9","27","23","0","0","6.3","1","0.2","0","6.3","0","0"
"9","28","0","0","0","5.4","1","0.2","0","5.4","0","0"
"9","28","1","0","0","5","0.7","0.2","0","5","0","0"
"9","28","2","0","0","4.7","0.3","0.2","0","4.7","0","0"
"9","28","3","0","0","4.3","0","0.2","0","4.3","0","0"
"9","28","4","0","0","4.7","0.3","0.2","0","4.7","0","0"
"9","28","5","0","5","5","0.7","0.2","4.54","5.128","15.502","0"
"9","28","6","37","62","5.4","1","0.2","82.618","7.918","488.795","444.186"
"9","28","7","269","126","9.6","1.3","0.2","337.092","19.216","2051.675","1951.687"
"9","28","8","430","171","13.7","1.7","0.2","564.56","28.396","3326.128","3180.981"
"9","28","9","575","172","17.9","2","0.2","723.484","35.563","4126.016","3952.525"
"9","28","10","655","166","19","2","0.2","797.848","38.459","4479.867","4293.839"
"9","28","11","693","154","20.2","2","0.2","776.815","39.142","4346.945","4165.627"
"9","28","12","673","150","21.3","2","0.2","671.855","37.689","3787.716","3626.213"
"9","28","13","577","158","21.8","2","0.2","502.724","34.074","2877.878","2748.614"
"9","28","14","399","161","22.4","2","0.2","303.945","29.774","1710.096","1622.211"
"9","28","15","161","129","22.9","2","0.2","132.549","26.076","703.358","651.146"
"9","28","16","0","45","19.6","1.7","0.2","37.902","20.575","201.21","166.791"
"9","28","17","0","2","16.2","1.3","0.2","0","16.2","0","0"
"9","28","18","0","0","12.9","1","0.2","0","12.9","0","0"
"9","28","19","0","0","11.7","1","0.2","0","11.7","0","0"
"9","28","20","0","0","10.5","1","0.2","0","10.5","0","0"
"9","28","21","0","0","9.3","1","0.2","0","9.3","0","0"
"9","28","22","0","0","8.5","1","0.2","0","8.5","0","0"
"9","28","23","0","0","7.8","1","0.2","0","7.8","0","0"
"9","29","0","0","0","7","1","0.2","0","7","0","0"
"9","29","1","0","0","6.5","0.7","0.2","0","6.5","0","0"
"9","29","2","0","0","6.1","0.3","0.2","0","6.1","0","0"
"9","29","3","0","0","5.6","0","0.2","0","5.6","0","0"
"9","29","4","0","0","6.2","0.3","0.2","0","6.2","0","0"
"9","29","5","0","4","6.9","0.7","0.2","3.632","7.003","12.149","0"
"9","29","6","33","60","7.5","1","0.2","78.478","9.89","458.834","415.287"
"9","29","7","263","124","10.4","1.3","0.2","330.469","19.827","2005.841","1907.477"
"9","29","8","425","170","13.2","1.7","0.2","558.64","27.743","3300.075","3155.851"
"9","29","9","572","171","16.1","2","0.2","718.39","33.64","4129.313","3955.706"
"9","29","10","646","168","17.9","2","0.2","789.987","37.168","4459.714","4274.4"
"9","29","11","660","164","19.7","2","0.2","757.023","38.158","4252.733","4074.752"
"9","29","12","571","193","21.5","2","0.2","632.231","36.916","3569.258","3415.496"
"9","29","13","529","172","21.3","2","0.2","482.62","33.082","2770.909","2645.436"
"9","29","14","390","160","21.2","2","0.2","298.091","28.43","1684.232","1597.263"
"9","29","15","167","126","21","2","0.2","130.34","24.119","693.964","642.085"
"9","29","16","0","42","19.3","2","0.2","35.523","20.157","187.481","153.548"
"9","29","17","0","1","17.7","2","0.2","0","17.7","0","0"
"9","29","18","0","0","16","2","0.2","0","16","0","0"
"9","29","19","0","0","15.2","2","0.2","0","15.2","0","0"
"9","29","20","0","0","14.4","2","0.2","0","14.4","0","0"
"9","29","21","0","0","13.6","2","0.2","0","13.6","0","0"
"9","29","22","0","0","12.5","1.7","0.2","0","12.5","0","0"
"9","29","23","0","0","11.3","1.3","0.2","0","11.3","0","0"
"9","30","0","0","0","10.2","1","0.2","0","10.2","0","0"
"9","30","1","0","0","9.7","1","0.2","0","9.7","0","0"
"9","30","2","0","0","9.1","1","0.2","0","9.1","0","0"
"9","30","3","0","0","8.6","1","0.2","0","8.6","0","0"
"9","30","4","0","0","8.7","1","0.2","0","8.7","0","0"
"9","30","5","0","4","8.8","1","0.2","3.632","8.895","12.028","0"
"9","30","6","0","44","8.9","1","0.2","40.189","10.122","227.208","191.868"
"9","30","7","33","134","11.9","1.3","0.2","164.992","16.594","984.17","922.007"
"9","30","8","102","207","14.8","1.7","0.2","299.985","22.592","1773.221","1683.099"
"9","30","9","87","295","17.8","2","0.2","387.09","27.221","2238.98","2132.355"
"9","30","10","333","277","19.3","3","0.2","605.498","31.564","3474.473","3324.069"
